[27-Mar-23 20:51:53] | INFO | py-sc-kpm | ScServer connected by url 'ws://localhost:8090'
[31-Mar-23 11:50:58] | DEBUG | py-sc-kpm | Resolved 'action_get_kindergartens_by_district' identifier with type ScType(0x821): ScAddr(5767)
[31-Mar-23 11:50:58] | DEBUG | py-sc-kpm | Resolved 'question_initiated' identifier with type ScType(0x821): ScAddr(13544)
[31-Mar-23 11:50:58] | DEBUG | py-sc-kpm | Resolved 'action_get_kindergartens_by_region' identifier with type ScType(0x821): ScAddr(2119)
[31-Mar-23 11:50:58] | DEBUG | py-sc-kpm | Resolved 'question_initiated' identifier with type None: ScAddr(13544)
[31-Mar-23 11:50:58] | DEBUG | py-sc-kpm | Resolved 'question_initiated' identifier with type None: ScAddr(13544)
[31-Mar-23 11:50:58] | DEBUG | py-sc-kpm | Resolved 'question_initiated' identifier with type None: ScAddr(13544)
[31-Mar-23 11:50:58] | DEBUG | py-sc-kpm | Resolved 'question_initiated' identifier with type None: ScAddr(13544)
[31-Mar-23 11:50:58] | DEBUG | py-sc-kpm | Resolved 'question_initiated' identifier with type None: ScAddr(13544)
[31-Mar-23 11:50:58] | DEBUG | py-sc-kpm | Resolved 'question_initiated' identifier with type None: ScAddr(13544)
[31-Mar-23 11:50:58] | DEBUG | py-sc-kpm | Resolved 'question_initiated' identifier with type None: ScAddr(13544)
[31-Mar-23 11:50:58] | INFO | py-sc-kpm | ScServer added modules LakesModule(ClassicScAgent(action_class_name='action_get_lake_by_area')), OpenStreetMapModule(ClassicScAgent(action_class_name='action_generate_osm_query')), SearchBanksByTypeModule(ClassicScAgent(action_class_name='action_search_banks_by_type')), SearchBanksByCityModule(ClassicScAgent(action_class_name='action_search_banks_by_city')), StreetTranslatorModule(ClassicScAgent(action_class_name='action_street_translator')), SearchKindergartensByDistrictModule(ClassicScAgent(action_class_name='action_get_kindergartens_by_district')), SearchKindergartensByRegionModule(ClassicScAgent(action_class_name='action_get_kindergartens_by_region'))
[31-Mar-23 11:50:58] | INFO | py-sc-kpm | ScEvent of GetLakesByAreaAgent was registered, <ScEventType.ADD_OUTGOING_EDGE: 'add_outgoing_edge'>
[31-Mar-23 11:50:58] | INFO | py-sc-kpm | LakesModule was registered
[31-Mar-23 11:50:58] | INFO | py-sc-kpm | ScEvent of OpenStreetMapAgent was registered, <ScEventType.ADD_OUTGOING_EDGE: 'add_outgoing_edge'>
[31-Mar-23 11:50:58] | INFO | py-sc-kpm | OpenStreetMapModule was registered
[31-Mar-23 11:50:58] | INFO | py-sc-kpm | ScEvent of SearchBanksByTypeAgent was registered, <ScEventType.ADD_OUTGOING_EDGE: 'add_outgoing_edge'>
[31-Mar-23 11:50:58] | INFO | py-sc-kpm | SearchBanksByTypeModule was registered
[31-Mar-23 11:50:58] | INFO | py-sc-kpm | ScEvent of SearchBanksByCityAgent was registered, <ScEventType.ADD_OUTGOING_EDGE: 'add_outgoing_edge'>
[31-Mar-23 11:50:58] | INFO | py-sc-kpm | SearchBanksByCityModule was registered
[31-Mar-23 11:50:58] | INFO | py-sc-kpm | ScEvent of StreetTranslatorExecuteAgent was registered, <ScEventType.ADD_OUTGOING_EDGE: 'add_outgoing_edge'>
[31-Mar-23 11:50:58] | INFO | py-sc-kpm | StreetTranslatorModule was registered
[31-Mar-23 11:50:58] | INFO | py-sc-kpm | ScEvent of SearchKindergartensByDistrictAgent was registered, <ScEventType.ADD_OUTGOING_EDGE: 'add_outgoing_edge'>
[31-Mar-23 11:50:58] | INFO | py-sc-kpm | SearchKindergartensByDistrictModule was registered
[31-Mar-23 11:50:58] | INFO | py-sc-kpm | ScEvent of SearchKindergartensByRegionAgent was registered, <ScEventType.ADD_OUTGOING_EDGE: 'add_outgoing_edge'>
[31-Mar-23 11:50:58] | INFO | py-sc-kpm | SearchKindergartensByRegionModule was registered
[31-Mar-23 11:50:58] | INFO | py-sc-kpm | ScServer registered modules successfully
[31-Mar-23 12:35:49] | INFO | py-sc-kpm | ScServer connected by url 'ws://localhost:8090'
[31-Mar-23 12:35:49] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type ScType(0x821): ScAddr(2279)
[31-Mar-23 12:35:50] | DEBUG | py-sc-kpm | Resolved 'exact_value' identifier with type ScType(0x821): ScAddr(309241)
[31-Mar-23 12:35:50] | DEBUG | py-sc-kpm | Resolved 'rrel_dynamic_argument' identifier with type ScType(0x221): ScAddr(656153)
[31-Mar-23 12:35:50] | DEBUG | py-sc-kpm | Resolved 'rrel_1' identifier with type ScType(0x221): ScAddr(357)
[31-Mar-23 12:35:50] | DEBUG | py-sc-kpm | Resolved 'rrel_2' identifier with type ScType(0x221): ScAddr(485)
[31-Mar-23 12:35:50] | DEBUG | py-sc-kpm | Resolved 'nrel_basic_sequence' identifier with type ScType(0x421): ScAddr(271461)
[31-Mar-23 12:35:50] | DEBUG | py-sc-kpm | Resolved 'nrel_system_identifier' identifier with type ScType(0x421): ScAddr(3)
[31-Mar-23 12:35:50] | DEBUG | py-sc-kpm | Resolved 'nrel_answer' identifier with type ScType(0x421): ScAddr(13210)
[31-Mar-23 12:35:50] | DEBUG | py-sc-kpm | Resolved 'concept_filename' identifier with type ScType(0x821): ScAddr(656005)
[31-Mar-23 12:35:50] | DEBUG | py-sc-kpm | Resolved 'question_initiated' identifier with type ScType(0x821): ScAddr(13544)
[31-Mar-23 12:35:50] | DEBUG | py-sc-kpm | Resolved 'question_finished' identifier with type ScType(0x821): ScAddr(29855)
[31-Mar-23 12:35:50] | DEBUG | py-sc-kpm | Resolved 'question_finished_successfully' identifier with type ScType(0x821): ScAddr(13754)
[31-Mar-23 12:35:50] | DEBUG | py-sc-kpm | Resolved 'question_finished_unsuccessfully' identifier with type ScType(0x821): ScAddr(17027)
[31-Mar-23 12:35:50] | DEBUG | py-sc-kpm | Resolved 'question_initiated' identifier with type ScType(0x821): ScAddr(13544)
[31-Mar-23 12:35:50] | DEBUG | py-sc-kpm | Resolved 'action_get_lake_by_area' identifier with type ScType(0x821): ScAddr(28071)
[31-Mar-23 12:35:50] | DEBUG | py-sc-kpm | Resolved 'question_initiated' identifier with type ScType(0x821): ScAddr(13544)
[31-Mar-23 12:35:50] | DEBUG | py-sc-kpm | Resolved 'action_generate_osm_query' identifier with type ScType(0x821): ScAddr(61927)
[31-Mar-23 12:35:50] | DEBUG | py-sc-kpm | Resolved 'question_initiated' identifier with type ScType(0x821): ScAddr(13544)
[31-Mar-23 12:35:50] | DEBUG | py-sc-kpm | Resolved 'action_search_banks_by_type' identifier with type ScType(0x821): ScAddr(1416)
[31-Mar-23 12:35:50] | DEBUG | py-sc-kpm | Resolved 'question_initiated' identifier with type ScType(0x821): ScAddr(13544)
[31-Mar-23 12:35:50] | DEBUG | py-sc-kpm | Resolved 'action_search_banks_by_city' identifier with type ScType(0x821): ScAddr(58919)
[31-Mar-23 12:35:50] | DEBUG | py-sc-kpm | Resolved 'question_initiated' identifier with type ScType(0x821): ScAddr(13544)
[31-Mar-23 12:35:50] | DEBUG | py-sc-kpm | Resolved 'action_street_translator' identifier with type ScType(0x821): ScAddr(8647)
[31-Mar-23 12:35:50] | DEBUG | py-sc-kpm | Resolved 'question_initiated' identifier with type ScType(0x821): ScAddr(13544)
[31-Mar-23 12:35:50] | DEBUG | py-sc-kpm | Resolved 'action_get_kindergartens_by_district' identifier with type ScType(0x821): ScAddr(5767)
[31-Mar-23 12:35:50] | DEBUG | py-sc-kpm | Resolved 'question_initiated' identifier with type ScType(0x821): ScAddr(13544)
[31-Mar-23 12:35:50] | DEBUG | py-sc-kpm | Resolved 'action_get_kindergartens_by_region' identifier with type ScType(0x821): ScAddr(2119)
[31-Mar-23 12:35:50] | DEBUG | py-sc-kpm | Resolved 'question_initiated' identifier with type None: ScAddr(13544)
[31-Mar-23 12:35:50] | DEBUG | py-sc-kpm | Resolved 'question_initiated' identifier with type None: ScAddr(13544)
[31-Mar-23 12:35:50] | DEBUG | py-sc-kpm | Resolved 'question_initiated' identifier with type None: ScAddr(13544)
[31-Mar-23 12:35:50] | DEBUG | py-sc-kpm | Resolved 'question_initiated' identifier with type None: ScAddr(13544)
[31-Mar-23 12:35:50] | DEBUG | py-sc-kpm | Resolved 'question_initiated' identifier with type None: ScAddr(13544)
[31-Mar-23 12:35:50] | DEBUG | py-sc-kpm | Resolved 'question_initiated' identifier with type None: ScAddr(13544)
[31-Mar-23 12:35:50] | DEBUG | py-sc-kpm | Resolved 'question_initiated' identifier with type None: ScAddr(13544)
[31-Mar-23 12:35:50] | INFO | py-sc-kpm | ScServer added modules LakesModule(ClassicScAgent(action_class_name='action_get_lake_by_area')), OpenStreetMapModule(ClassicScAgent(action_class_name='action_generate_osm_query')), SearchBanksByTypeModule(ClassicScAgent(action_class_name='action_search_banks_by_type')), SearchBanksByCityModule(ClassicScAgent(action_class_name='action_search_banks_by_city')), StreetTranslatorModule(ClassicScAgent(action_class_name='action_street_translator')), SearchKindergartensByDistrictModule(ClassicScAgent(action_class_name='action_get_kindergartens_by_district')), SearchKindergartensByRegionModule(ClassicScAgent(action_class_name='action_get_kindergartens_by_region'))
[31-Mar-23 12:35:50] | INFO | py-sc-kpm | ScEvent of GetLakesByAreaAgent was registered, <ScEventType.ADD_OUTGOING_EDGE: 'add_outgoing_edge'>
[31-Mar-23 12:35:50] | INFO | py-sc-kpm | LakesModule was registered
[31-Mar-23 12:35:50] | INFO | py-sc-kpm | ScEvent of OpenStreetMapAgent was registered, <ScEventType.ADD_OUTGOING_EDGE: 'add_outgoing_edge'>
[31-Mar-23 12:35:50] | INFO | py-sc-kpm | OpenStreetMapModule was registered
[31-Mar-23 12:35:50] | INFO | py-sc-kpm | ScEvent of SearchBanksByTypeAgent was registered, <ScEventType.ADD_OUTGOING_EDGE: 'add_outgoing_edge'>
[31-Mar-23 12:35:50] | INFO | py-sc-kpm | SearchBanksByTypeModule was registered
[31-Mar-23 12:35:50] | INFO | py-sc-kpm | ScEvent of SearchBanksByCityAgent was registered, <ScEventType.ADD_OUTGOING_EDGE: 'add_outgoing_edge'>
[31-Mar-23 12:35:50] | INFO | py-sc-kpm | SearchBanksByCityModule was registered
[31-Mar-23 12:35:50] | INFO | py-sc-kpm | ScEvent of StreetTranslatorExecuteAgent was registered, <ScEventType.ADD_OUTGOING_EDGE: 'add_outgoing_edge'>
[31-Mar-23 12:35:50] | INFO | py-sc-kpm | StreetTranslatorModule was registered
[31-Mar-23 12:35:50] | INFO | py-sc-kpm | ScEvent of SearchKindergartensByDistrictAgent was registered, <ScEventType.ADD_OUTGOING_EDGE: 'add_outgoing_edge'>
[31-Mar-23 12:35:50] | INFO | py-sc-kpm | SearchKindergartensByDistrictModule was registered
[31-Mar-23 12:35:50] | INFO | py-sc-kpm | ScEvent of SearchKindergartensByRegionAgent was registered, <ScEventType.ADD_OUTGOING_EDGE: 'add_outgoing_edge'>
[31-Mar-23 12:35:50] | INFO | py-sc-kpm | SearchKindergartensByRegionModule was registered
[31-Mar-23 12:35:50] | INFO | py-sc-kpm | ScServer registered modules successfully
[31-Mar-23 12:35:59] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:35:59] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:35:59] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:35:59] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:35:59] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:35:59] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:35:59] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:36:18] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:36:18] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:36:18] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:36:18] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:36:18] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:36:18] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:36:18] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:40:36] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:40:36] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:40:36] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:40:36] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:40:36] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:40:36] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:40:36] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:40:41] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:40:42] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:40:42] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:40:42] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:40:42] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:40:42] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:40:42] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:40:53] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:40:53] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:40:53] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:40:53] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:40:53] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:40:53] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:40:53] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:41:11] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:41:11] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:41:11] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:41:11] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:41:11] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:41:11] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:41:11] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:41:41] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:41:41] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:41:41] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:41:41] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:41:41] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:41:41] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:41:41] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:43:14] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:43:14] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:43:14] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:43:14] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:43:14] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:43:14] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:43:14] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:43:17] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:43:17] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:43:17] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:43:17] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:43:17] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:43:17] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:43:17] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:43:39] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:43:39] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:43:39] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:43:39] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:43:39] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:43:39] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:43:39] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:43:48] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:43:48] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:43:48] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:43:48] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:43:48] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:43:48] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:43:48] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:44:03] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:44:03] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:44:03] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:44:03] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:44:03] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:44:03] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:44:03] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:44:24] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:44:24] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:44:24] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:44:24] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:44:24] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:44:24] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:44:24] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type None: ScAddr(2279)
[31-Mar-23 12:51:59] | INFO | py-sc-kpm | ScServer connected by url 'ws://localhost:8090'
[31-Mar-23 12:51:59] | DEBUG | py-sc-kpm | Resolved 'question' identifier with type ScType(0x821): ScAddr(2279)
[31-Mar-23 12:51:59] | DEBUG | py-sc-kpm | Resolved 'exact_value' identifier with type ScType(0x821): ScAddr(309241)
[31-Mar-23 12:51:59] | DEBUG | py-sc-kpm | Resolved 'rrel_dynamic_argument' identifier with type ScType(0x221): ScAddr(656153)
[31-Mar-23 12:51:59] | DEBUG | py-sc-kpm | Resolved 'rrel_1' identifier with type ScType(0x221): ScAddr(357)
[31-Mar-23 12:51:59] | DEBUG | py-sc-kpm | Resolved 'rrel_2' identifier with type ScType(0x221): ScAddr(485)
[31-Mar-23 12:51:59] | DEBUG | py-sc-kpm | Resolved 'nrel_basic_sequence' identifier with type ScType(0x421): ScAddr(271461)
[31-Mar-23 12:51:59] | DEBUG | py-sc-kpm | Resolved 'nrel_system_identifier' identifier with type ScType(0x421): ScAddr(3)
[31-Mar-23 12:51:59] | DEBUG | py-sc-kpm | Resolved 'nrel_answer' identifier with type ScType(0x421): ScAddr(13210)
[31-Mar-23 12:51:59] | DEBUG | py-sc-kpm | Resolved 'concept_filename' identifier with type ScType(0x821): ScAddr(656005)
[31-Mar-23 12:51:59] | DEBUG | py-sc-kpm | Resolved 'question_initiated' identifier with type ScType(0x821): ScAddr(13544)
[31-Mar-23 12:51:59] | DEBUG | py-sc-kpm | Resolved 'question_finished' identifier with type ScType(0x821): ScAddr(29855)
[31-Mar-23 12:51:59] | DEBUG | py-sc-kpm | Resolved 'question_finished_successfully' identifier with type ScType(0x821): ScAddr(13754)
[31-Mar-23 12:51:59] | DEBUG | py-sc-kpm | Resolved 'question_finished_unsuccessfully' identifier with type ScType(0x821): ScAddr(17027)
[31-Mar-23 12:51:59] | DEBUG | py-sc-kpm | Resolved 'question_initiated' identifier with type ScType(0x821): ScAddr(13544)
[31-Mar-23 12:51:59] | DEBUG | py-sc-kpm | Resolved 'action_get_lake_by_area' identifier with type ScType(0x821): ScAddr(28071)
[31-Mar-23 12:51:59] | DEBUG | py-sc-kpm | Resolved 'question_initiated' identifier with type ScType(0x821): ScAddr(13544)
[31-Mar-23 12:51:59] | DEBUG | py-sc-kpm | Resolved 'action_generate_osm_query' identifier with type ScType(0x821): ScAddr(61927)
[31-Mar-23 12:51:59] | DEBUG | py-sc-kpm | Resolved 'question_initiated' identifier with type ScType(0x821): ScAddr(13544)
[31-Mar-23 12:51:59] | DEBUG | py-sc-kpm | Resolved 'action_search_banks_by_type' identifier with type ScType(0x821): ScAddr(1416)
[31-Mar-23 12:51:59] | DEBUG | py-sc-kpm | Resolved 'question_initiated' identifier with type ScType(0x821): ScAddr(13544)
[31-Mar-23 12:51:59] | DEBUG | py-sc-kpm | Resolved 'action_search_banks_by_city' identifier with type ScType(0x821): ScAddr(58919)
[31-Mar-23 12:51:59] | DEBUG | py-sc-kpm | Resolved 'question_initiated' identifier with type ScType(0x821): ScAddr(13544)
[31-Mar-23 12:51:59] | DEBUG | py-sc-kpm | Resolved 'action_street_translator' identifier with type ScType(0x821): ScAddr(8647)
[31-Mar-23 12:51:59] | DEBUG | py-sc-kpm | Resolved 'question_initiated' identifier with type ScType(0x821): ScAddr(13544)
[31-Mar-23 12:51:59] | DEBUG | py-sc-kpm | Resolved 'action_get_kindergartens_by_district' identifier with type ScType(0x821): ScAddr(5767)
[31-Mar-23 12:51:59] | DEBUG | py-sc-kpm | Resolved 'question_initiated' identifier with type ScType(0x821): ScAddr(13544)
[31-Mar-23 12:51:59] | DEBUG | py-sc-kpm | Resolved 'action_get_kindergartens_by_region' identifier with type ScType(0x821): ScAddr(2119)
[31-Mar-23 12:51:59] | DEBUG | py-sc-kpm | Resolved 'question_initiated' identifier with type None: ScAddr(13544)
[31-Mar-23 12:51:59] | DEBUG | py-sc-kpm | Resolved 'question_initiated' identifier with type None: ScAddr(13544)
[31-Mar-23 12:51:59] | DEBUG | py-sc-kpm | Resolved 'question_initiated' identifier with type None: ScAddr(13544)
[31-Mar-23 12:51:59] | DEBUG | py-sc-kpm | Resolved 'question_initiated' identifier with type None: ScAddr(13544)
[31-Mar-23 12:51:59] | DEBUG | py-sc-kpm | Resolved 'question_initiated' identifier with type None: ScAddr(13544)
[31-Mar-23 12:51:59] | DEBUG | py-sc-kpm | Resolved 'question_initiated' identifier with type None: ScAddr(13544)
[31-Mar-23 12:51:59] | DEBUG | py-sc-kpm | Resolved 'question_initiated' identifier with type None: ScAddr(13544)
[31-Mar-23 12:51:59] | INFO | py-sc-kpm | ScServer added modules LakesModule(ClassicScAgent(action_class_name='action_get_lake_by_area')), OpenStreetMapModule(ClassicScAgent(action_class_name='action_generate_osm_query')), SearchBanksByTypeModule(ClassicScAgent(action_class_name='action_search_banks_by_type')), SearchBanksByCityModule(ClassicScAgent(action_class_name='action_search_banks_by_city')), StreetTranslatorModule(ClassicScAgent(action_class_name='action_street_translator')), SearchKindergartensByDistrictModule(ClassicScAgent(action_class_name='action_get_kindergartens_by_district')), SearchKindergartensByRegionModule(ClassicScAgent(action_class_name='action_get_kindergartens_by_region'))
[31-Mar-23 12:51:59] | INFO | py-sc-kpm | ScEvent of GetLakesByAreaAgent was registered, <ScEventType.ADD_OUTGOING_EDGE: 'add_outgoing_edge'>
[31-Mar-23 12:51:59] | INFO | py-sc-kpm | LakesModule was registered
[31-Mar-23 12:51:59] | INFO | py-sc-kpm | ScEvent of OpenStreetMapAgent was registered, <ScEventType.ADD_OUTGOING_EDGE: 'add_outgoing_edge'>
[31-Mar-23 12:51:59] | INFO | py-sc-kpm | OpenStreetMapModule was registered
[31-Mar-23 12:51:59] | INFO | py-sc-kpm | ScEvent of SearchBanksByTypeAgent was registered, <ScEventType.ADD_OUTGOING_EDGE: 'add_outgoing_edge'>
[31-Mar-23 12:51:59] | INFO | py-sc-kpm | SearchBanksByTypeModule was registered
[31-Mar-23 12:51:59] | INFO | py-sc-kpm | ScEvent of SearchBanksByCityAgent was registered, <ScEventType.ADD_OUTGOING_EDGE: 'add_outgoing_edge'>
[31-Mar-23 12:51:59] | INFO | py-sc-kpm | SearchBanksByCityModule was registered
[31-Mar-23 12:51:59] | INFO | py-sc-kpm | ScEvent of StreetTranslatorExecuteAgent was registered, <ScEventType.ADD_OUTGOING_EDGE: 'add_outgoing_edge'>
[31-Mar-23 12:51:59] | INFO | py-sc-kpm | StreetTranslatorModule was registered
